hasPassword,brandPresent,domainMismatch,domainLength,domainAge,specialCharCount,hasSensitiveField,numInputs,hasFileUpload,hasOTPField,label
0,0,1,14,188,6,1,3,0,0,1
0,1,1,16,110,2,0,3,0,1,1
1,0,1,12,8,6,0,4,0,0,1
1,1,0,19,3431,1,1,8,0,0,0
0,0,0,10,58,4,0,5,0,1,1
1,1,0,13,3120,0,1,5,0,0,0
0,1,0,15,33,1,1,4,0,1,0
0,0,0,14,1148,0,1,3,0,0,0
0,0,0,10,38,1,0,3,0,0,0
1,1,1,8,1399,4,0,4,0,0,1
0,1,0,16,2038,1,1,11,0,0,0
0,1,1,20,81,2,0,5,0,1,1
0,1,0,19,842,0,1,3,0,0,0
1,1,0,16,4993,1,0,4,0,0,0
0,1,0,6,3692,0,1,6,0,1,0
1,1,0,11,2469,1,1,7,0,0,0
0,0,0,7,1932,0,0,1,0,0,0
1,1,0,11,2810,1,1,3,0,0,0
0,0,1,15,99,1,0,2,0,1,1
0,1,1,15,99,0,1,5,0,0,1
0,0,1,18,82,0,1,9,0,0,1
1,1,0,16,2661,1,0,12,0,0,0
0,0,0,9,128,5,0,3,0,0,1
0,0,0,9,4399,0,0,7,0,0,0
0,1,0,12,198,0,1,5,0,0,0
1,0,0,12,57,2,0,2,0,0,1
0,1,0,9,14,2,1,12,0,0,0
0,0,0,20,980,1,0,2,0,0,0
0,0,0,8,3497,1,1,2,0,0,0
1,1,0,9,1764,2,1,10,0,0,0
1,1,1,10,126,6,0,3,0,0,1
0,1,1,6,20,0,0,4,1,0,1
1,1,1,15,17,3,0,5,0,0,1
1,0,1,13,134,0,0,7,0,0,1
1,0,0,8,118,1,1,12,0,0,0
0,0,1,13,82,4,0,4,0,1,1
0,1,0,7,110,5,0,6,0,0,1
0,0,0,11,1370,1,1,9,0,0,0
0,1,1,10,1523,4,0,2,0,1,1
1,1,1,11,50,4,0,5,0,0,1
0,0,1,10,48,6,1,6,0,0,1
0,1,0,16,2030,1,1,9,0,1,0
0,1,0,9,146,0,1,5,0,0,0
1,1,0,9,1647,1,1,2,0,0,0
0,1,0,15,4906,1,1,4,0,1,0
1,1,0,14,3827,0,1,8,0,1,0
1,1,1,13,77,2,0,4,0,0,1
0,0,1,11,57,3,0,6,0,0,1
0,0,1,11,97,0,0,4,0,1,1
1,0,1,13,59,3,0,2,0,0,1
0,0,0,9,4019,1,1,11,0,0,0
0,1,0,17,2121,1,1,6,0,0,0
1,1,0,17,1307,3,1,13,0,0,0
1,1,1,14,54,3,0,6,0,0,1
0,0,1,12,2541,0,0,6,0,0,1
0,0,0,10,19,1,1,9,0,0,0
1,1,0,15,137,0,1,9,0,0,0
0,1,0,17,72,0,1,8,0,0,0
0,0,0,14,96,1,0,2,0,0,0
0,1,0,11,3374,1,1,4,0,1,0
1,1,0,9,62,0,1,2,0,0,0
0,1,1,17,2261,6,1,3,0,0,1
0,1,0,8,3161,1,1,7,0,1,0
0,1,1,6,10,4,1,10,1,0,1
0,1,0,20,3256,1,1,5,0,1,0
0,1,0,10,4079,1,1,7,0,1,0
1,1,1,16,3375,3,1,6,0,0,0
1,1,0,5,193,0,1,7,0,1,0
1,1,0,11,192,0,0,3,0,0,0
0,1,1,12,93,3,0,2,0,1,1
0,0,0,20,2569,0,1,2,0,0,0
0,0,0,7,160,0,0,2,0,0,0
0,0,1,15,891,4,1,5,0,0,1
0,1,0,16,98,1,1,9,0,1,0
1,1,0,16,21,1,1,2,0,0,0
0,0,0,15,1114,0,0,2,0,0,0
0,0,0,15,4637,2,0,1,0,0,0
0,0,1,11,13,3,0,4,0,1,1
1,0,1,7,44,5,0,7,0,0,1
0,0,1,14,1794,6,0,3,0,0,1
0,1,1,17,103,2,0,2,0,1,1
0,0,1,12,82,7,1,5,1,0,1
0,0,0,13,2181,0,1,12,0,0,0
0,0,1,14,62,4,1,9,1,0,1
1,1,0,15,109,1,0,4,0,0,0
0,1,1,16,9,0,1,3,0,0,1
0,0,1,10,1500,0,0,4,0,1,1
0,0,0,11,128,7,1,4,0,0,1
1,1,1,17,1160,5,0,3,0,0,1
0,1,1,7,59,7,1,8,1,0,1
1,1,0,13,193,1,0,2,0,0,0
1,0,1,6,101,5,0,6,0,0,1
0,1,1,8,27,4,0,2,0,1,1
0,1,0,15,4540,1,1,6,0,1,0
0,1,1,14,131,4,1,4,0,0,1
0,1,0,12,3546,0,1,3,0,0,0
0,1,1,8,11,7,0,10,1,0,1
0,1,1,16,140,3,0,7,0,0,1
0,0,0,15,2217,1,0,2,0,0,0
0,1,0,14,3003,1,1,3,0,0,0
0,1,0,10,826,1,1,12,0,0,0
0,1,1,16,2197,6,1,8,0,0,1
1,1,0,9,1666,2,1,6,0,0,0
0,0,0,18,4981,1,1,3,0,0,0
0,1,1,7,99,5,0,5,0,1,1
1,0,0,16,45,6,0,1,0,0,1
0,1,0,11,705,1,1,5,0,0,0
1,1,0,19,4147,1,0,3,0,0,0
0,1,0,13,513,0,1,5,0,0,0
1,1,0,8,4081,1,1,9,0,0,0
1,1,1,17,57,5,0,3,0,0,1
1,1,0,14,134,0,0,4,0,0,0
0,0,0,14,2630,1,0,6,0,0,0
1,1,0,15,1188,0,1,6,0,1,0
0,0,0,19,1962,1,0,3,0,0,0
0,1,1,13,26,3,0,3,0,0,1
0,1,0,19,4332,0,1,6,0,1,0
0,0,0,15,2891,0,0,3,0,0,0
0,1,0,13,4092,1,1,3,0,1,0
0,1,0,19,3516,0,1,5,0,0,0
1,1,0,11,1464,0,1,2,0,0,0
0,0,1,18,1189,4,0,9,0,0,1
1,1,0,10,1816,0,0,2,0,0,0
0,1,0,10,34,1,1,4,0,1,0
0,0,0,8,5,6,1,6,1,0,1
1,0,0,6,2639,0,1,6,0,0,0
0,0,1,10,97,0,1,2,1,0,1
0,0,1,12,2016,2,0,3,0,1,1
0,0,0,10,1122,0,0,2,0,0,0
0,1,1,15,81,2,1,6,1,0,1
0,0,0,15,49,4,1,11,0,0,1
1,1,0,4,4072,1,0,3,0,0,0
0,1,0,4,2015,0,1,7,0,0,0
0,1,0,4,1997,1,1,9,0,1,0
1,1,0,11,3349,0,0,4,0,0,0
0,1,0,10,1990,1,1,9,0,1,0
0,0,0,20,1095,0,1,7,0,0,1
1,0,1,5,46,0,0,5,0,0,1
1,1,1,11,145,2,0,7,0,0,1
0,1,0,12,186,1,1,7,0,1,0
1,1,0,10,2306,0,0,2,0,0,0
0,0,0,13,4927,0,0,7,0,0,0
1,1,1,15,63,6,0,4,0,0,1
0,1,0,7,586,0,1,6,0,0,0
0,0,0,5,51,4,1,5,0,0,1
1,1,0,10,1512,2,1,9,0,0,0
0,1,0,10,4482,1,1,11,0,1,0
1,0,1,5,680,5,0,1,0,0,1
0,0,1,6,56,7,0,3,0,0,1
1,1,1,10,2469,4,0,5,0,0,1
1,1,0,6,181,2,1,8,0,0,0
1,0,1,15,136,3,0,7,0,0,1
0,1,0,10,84,5,0,8,0,0,1
0,0,0,15,653,3,1,1,0,0,0
0,1,0,18,717,1,1,5,0,1,0
0,0,1,11,78,0,0,4,1,0,1
1,0,0,12,74,1,1,12,0,1,0
1,1,0,10,2345,0,0,2,0,0,0
0,0,0,18,1432,0,0,7,0,0,0
0,0,0,15,101,1,0,6,0,0,0
0,0,1,18,85,6,1,1,1,0,1
0,1,0,12,982,1,1,10,0,0,0
0,1,0,10,728,1,1,4,0,1,0
0,1,1,14,81,4,0,3,0,1,1
0,0,1,14,140,5,1,3,0,0,1
1,1,0,12,3580,1,0,3,0,0,0
0,1,0,19,1527,1,1,11,0,0,0
0,0,1,5,111,3,0,5,0,1,1
0,1,1,10,79,3,1,5,1,0,1
0,0,1,12,120,5,0,7,0,0,1
1,1,0,12,131,1,0,4,0,0,0
0,1,0,16,943,2,1,11,0,0,0
1,1,0,9,3049,1,0,4,0,0,0
0,1,0,16,3069,0,1,5,0,0,0
0,0,0,10,108,3,1,5,0,0,1
0,0,0,13,1106,2,1,1,0,0,1
0,0,1,20,490,4,1,4,0,0,1
0,1,0,16,2523,1,1,11,0,0,0
0,1,1,14,127,3,1,4,0,0,1
0,1,1,10,745,2,1,6,1,0,1
0,1,0,9,2342,0,1,3,0,0,0
0,0,0,17,2845,0,1,12,0,1,0
0,1,0,16,3425,1,1,3,0,1,0
1,0,0,17,3553,2,1,6,0,1,0
0,0,1,12,74,4,1,7,0,0,1
0,1,1,11,77,0,1,10,1,0,1
0,1,0,14,960,0,1,3,0,0,0
0,1,1,10,88,7,1,4,1,0,1
0,1,0,4,702,0,1,3,0,0,0
0,0,0,8,1759,1,0,2,0,0,0
0,0,0,17,2243,1,1,3,0,0,0
0,0,1,14,2495,0,0,10,0,0,1
1,1,1,10,163,3,0,5,0,0,1
0,1,1,8,534,2,1,8,0,0,1
1,1,0,16,3944,0,0,11,0,0,0
0,1,1,16,109,0,0,5,0,1,1
0,0,0,5,377,1,1,3,0,0,0
1,0,1,17,436,5,0,5,0,0,1
1,1,0,17,4672,0,1,5,0,0,0
1,0,0,8,2309,1,1,8,0,0,0
0,0,0,13,2848,1,0,3,0,0,0
1,1,0,6,974,0,0,4,0,0,0
0,1,1,14,2725,6,1,3,0,0,1
0,1,0,7,2044,0,1,7,0,0,1
0,1,1,9,126,4,0,6,0,0,1
0,0,0,13,3830,0,0,9,0,0,0
0,0,1,10,972,3,0,3,1,0,1
0,0,0,4,94,3,1,12,0,0,1
0,1,0,16,2570,1,1,3,0,0,0
0,1,0,11,3027,3,1,5,0,0,0
0,1,0,5,3369,2,1,12,0,0,0
1,0,0,13,89,0,1,13,0,0,0
1,1,1,9,151,2,0,5,0,0,1
0,0,0,8,1738,2,1,7,0,1,0
1,1,1,8,23,0,0,6,0,0,1
0,1,0,19,22,1,1,5,0,0,0
0,1,0,5,647,1,1,8,0,1,0
0,1,1,16,40,3,1,4,1,0,1
0,1,1,17,86,1,0,3,0,1,1
1,1,0,16,121,1,0,3,0,0,0
0,1,1,19,34,4,1,2,0,0,1
0,0,1,13,77,2,0,3,0,0,1
0,1,0,14,78,1,1,3,0,0,0
1,1,0,11,2328,1,1,12,0,1,0
0,1,0,14,3159,0,1,6,0,1,0
0,0,1,9,89,0,1,3,0,0,1
0,1,0,8,3862,1,1,5,0,0,0
0,1,1,11,49,3,1,5,0,0,1
0,0,1,10,93,5,1,3,1,0,1
1,0,1,15,83,4,0,3,0,0,1
0,1,0,9,4638,1,1,6,0,1,0
0,1,1,10,108,4,0,3,0,1,1
0,1,0,14,3525,1,1,3,0,1,0
0,0,0,10,1348,0,0,3,0,0,0
1,1,0,10,81,2,1,12,0,1,0
0,0,0,8,3669,1,1,7,0,0,0
0,1,0,8,4198,1,1,3,0,1,0
0,0,1,12,23,6,1,7,0,0,1
0,1,0,11,2660,1,1,4,0,0,0
1,0,1,13,589,5,0,5,0,0,1
0,1,1,8,86,2,1,1,1,0,1
1,1,1,6,3544,0,1,4,0,0,0
0,1,0,9,1277,2,1,13,0,0,0
1,1,0,10,1457,1,0,2,0,0,0
0,1,0,13,59,1,1,5,0,0,0
0,1,0,12,2145,0,1,11,0,1,0
0,1,0,7,88,1,1,5,0,1,0
0,1,1,12,1365,3,0,2,0,1,1
0,1,1,15,39,2,1,10,1,0,1
1,1,1,18,45,6,0,3,0,0,1
0,1,0,16,368,1,1,3,0,0,0
1,1,0,8,1180,1,1,4,0,0,0
0,0,1,12,54,6,0,10,0,0,1
0,0,0,6,23,0,0,11,0,0,0
1,1,0,5,2942,1,0,3,0,0,0
0,0,0,13,168,0,1,8,0,1,0
1,1,0,14,1983,0,0,4,0,0,0
0,1,1,9,7,6,1,1,0,0,1
0,0,0,13,4786,1,0,5,0,0,0
0,1,1,14,23,1,0,3,0,1,1
1,0,1,15,69,4,0,3,0,0,1
0,0,0,6,4965,1,1,1,0,0,0
0,1,1,11,14,2,1,8,0,0,1
0,1,0,14,3672,1,1,4,0,1,0
0,1,0,16,61,0,1,5,0,0,0
0,0,1,16,82,4,1,3,0,0,1
0,0,1,9,106,6,1,4,0,0,1
0,1,0,7,3341,0,1,5,0,0,0
1,1,1,15,28,2,0,1,0,0,1
0,0,1,7,34,2,1,7,0,0,1
0,1,0,16,1715,0,1,4,0,0,0
1,1,0,9,2667,3,0,2,0,0,0
0,1,0,17,41,2,1,3,0,0,1
0,1,0,16,4763,1,1,4,0,0,0
0,0,0,8,25,1,1,12,0,0,1
0,1,1,16,109,4,0,4,0,1,1
1,1,0,15,1952,0,1,9,0,1,0
0,1,0,17,94,1,1,5,0,0,0
1,1,1,11,166,4,0,7,0,0,1
0,0,0,11,1990,1,1,10,0,0,1
0,1,0,15,1115,3,1,3,0,1,0
0,1,0,14,2711,1,1,4,0,0,0
1,0,0,6,2235,0,1,8,0,0,0
0,0,0,4,286,1,1,6,0,0,0
0,1,0,4,4684,0,1,5,0,0,0
1,1,0,14,1292,0,1,3,0,0,0
0,1,1,18,73,6,0,2,0,0,1
0,0,0,16,2803,1,1,1,0,0,0
0,0,0,17,50,2,1,7,0,0,1
1,1,0,16,2348,0,0,3,0,0,0
1,1,0,5,4564,0,1,3,0,0,0
0,1,1,8,103,0,1,7,0,0,1
0,0,1,19,185,5,0,9,0,0,1
0,0,1,11,88,2,1,4,1,0,1
0,0,0,17,155,3,0,9,0,0,1
0,1,1,12,902,0,0,2,0,1,1
1,0,0,16,3517,2,1,10,0,1,0
0,0,0,11,3055,1,1,2,0,0,0
0,0,0,11,607,1,0,2,0,0,0
0,1,1,10,14,4,0,4,0,1,1
0,1,1,17,118,2,0,3,0,1,1
0,0,1,8,2546,0,0,3,0,0,1
0,0,1,11,54,0,0,5,0,0,1
0,1,0,13,3714,1,1,8,0,0,0
0,0,1,18,2820,0,1,1,0,0,0
0,1,0,11,3435,1,1,6,0,1,0
0,0,1,13,2091,7,1,10,0,0,1
0,1,0,12,3619,0,1,4,0,0,0
1,1,1,12,1472,0,0,6,0,0,1
1,0,0,12,2154,0,1,9,0,0,0
1,1,0,11,13,2,1,13,0,0,0
0,0,1,13,64,5,0,1,0,1,1
1,1,1,10,36,6,0,4,0,0,1
1,1,0,5,1705,3,1,3,0,0,0
0,0,1,15,32,3,1,9,1,0,1
0,1,1,10,62,4,0,2,0,1,1
1,1,0,11,1898,1,0,2,0,0,0
0,1,1,6,81,1,0,5,0,1,1
1,1,1,13,1392,6,0,4,0,0,1
0,0,0,10,4969,1,0,6,0,0,0
1,1,0,13,30,2,0,4,0,0,1
0,0,0,6,1817,1,1,7,0,0,0
1,1,0,14,200,2,1,7,0,1,0
0,1,0,7,132,1,1,3,0,1,0
0,0,0,17,3329,0,0,3,0,0,0
0,0,0,17,83,4,1,11,0,0,1
0,1,1,13,859,1,1,6,0,0,0
1,1,1,12,142,4,0,3,0,0,1
0,1,0,17,4010,1,1,4,0,1,0
0,0,0,13,97,2,1,2,1,0,1
0,0,0,6,4590,1,0,2,0,0,0
1,1,0,17,17,0,1,2,0,0,0
1,1,0,14,4292,1,0,2,0,0,0
1,1,1,12,31,6,0,6,0,0,1
0,0,0,17,1329,0,0,2,0,0,0
1,1,0,8,3584,1,0,4,0,0,0
0,1,1,16,76,2,1,8,0,0,1
0,1,0,14,480,2,1,9,0,0,0
0,1,1,16,110,5,1,1,0,0,1
0,0,1,13,57,3,1,4,0,0,1
1,1,0,10,4960,0,1,2,0,0,0
0,1,0,8,1842,1,1,9,0,0,0
0,0,1,14,67,5,0,7,0,0,1
0,1,1,14,147,2,1,5,0,0,1
0,1,0,12,3708,1,1,3,0,0,0
0,0,0,11,2688,6,1,4,0,0,1
0,1,0,8,4830,1,1,5,0,0,0
0,0,0,9,45,0,0,2,0,1,1
0,1,0,15,83,0,0,2,0,1,1
0,0,1,15,28,5,1,5,1,0,1
0,1,0,7,2447,0,1,3,0,0,0
1,0,0,17,3924,2,1,11,0,1,0
0,0,1,6,30,4,1,1,0,0,1
1,0,1,15,74,4,0,6,0,0,1
0,1,1,12,11,0,1,6,1,0,1
1,1,0,17,134,0,1,14,0,1,0
0,1,1,15,107,2,1,5,0,0,1
0,0,0,11,4393,1,1,3,0,0,0
0,1,0,11,22,2,1,9,0,0,0
0,1,1,13,96,6,1,7,0,0,1
0,1,1,11,2044,7,1,5,1,0,1
0,1,0,16,3900,1,1,3,0,0,0
1,1,0,14,2685,0,0,4,0,0,0
1,1,0,11,4094,1,1,4,0,0,0
0,0,0,17,70,0,0,5,0,1,1
0,0,0,13,800,0,1,7,0,0,0
0,0,1,9,150,6,1,3,0,0,1
0,0,0,9,169,0,0,1,0,0,0
0,1,0,13,1889,0,1,8,0,1,0
0,1,0,5,1143,1,1,8,0,0,0
0,0,0,11,2022,1,0,11,0,0,0
0,1,0,14,2355,0,1,12,0,1,0
1,1,0,15,78,3,0,2,0,0,1
0,0,1,13,12,2,0,7,0,0,1
1,1,0,8,88,0,0,11,0,0,0
0,1,0,7,1029,1,1,11,0,1,0
0,0,1,12,199,1,1,2,0,0,0
1,0,0,17,3030,1,1,14,0,1,0
0,0,1,11,2037,4,1,5,0,0,1
1,0,1,13,169,4,0,4,0,0,1
0,0,1,13,6,5,0,5,0,0,1
1,1,0,16,1734,1,0,3,0,0,0
0,1,1,8,1388,5,0,7,1,0,1
1,0,1,14,179,4,0,7,0,0,1
0,1,1,11,35,6,0,3,1,0,1
1,0,0,13,573,0,1,9,0,1,0
1,1,0,5,2500,3,0,4,0,0,0
1,1,0,12,4351,1,0,2,0,0,0
0,0,0,12,2789,0,1,2,0,0,0
0,1,1,11,68,4,1,5,0,0,1
0,0,1,14,8,3,0,4,1,0,1
0,1,0,13,3134,1,1,12,0,1,0
1,1,0,14,160,1,1,4,0,0,0
0,0,1,16,107,0,1,4,0,0,1
0,0,1,4,152,7,0,10,0,0,1
0,1,0,11,2226,2,0,2,0,1,1
0,1,1,11,23,0,1,9,1,0,1
1,1,1,14,168,0,0,5,0,0,1
0,0,0,16,49,4,1,3,0,0,1
1,1,0,9,4835,0,1,4,0,0,0
0,0,1,18,104,1,0,1,0,1,1
1,1,1,19,125,5,0,4,0,0,1
0,0,0,17,1625,1,0,9,0,0,0
0,0,1,12,17,4,1,1,0,0,1
0,0,1,18,99,7,1,5,1,0,1
1,1,0,13,601,0,1,4,0,0,0
1,0,0,7,2359,3,1,12,0,1,0
1,0,1,19,93,4,0,6,0,0,1
0,1,0,6,1816,0,1,5,0,1,0
0,0,0,8,1994,1,1,3,0,0,0
0,1,0,14,92,3,1,11,0,1,0
1,1,0,13,64,3,0,8,0,0,0
1,0,0,7,2199,1,1,7,0,1,0
1,1,1,15,368,2,1,8,0,0,0
1,1,0,12,2462,1,0,7,0,0,0
1,1,0,19,97,1,1,6,0,0,0
0,1,0,11,2776,1,1,3,0,0,0
0,1,1,6,51,1,0,3,0,1,1
1,1,0,5,199,1,0,7,0,0,0
0,0,1,15,12,6,1,6,0,0,1
1,0,0,10,3525,0,1,9,0,1,0
0,1,0,20,1343,3,1,6,0,1,0
0,0,0,20,1878,0,0,6,0,0,0
1,1,1,11,109,0,0,6,0,0,1
0,1,0,17,776,1,1,10,0,1,0
0,1,0,5,2378,1,1,12,0,1,0
0,0,1,12,21,6,1,7,0,0,1
1,0,0,8,1716,2,1,6,0,0,0
0,1,1,7,32,7,1,9,1,0,1
0,0,0,19,619,0,1,2,0,0,0
0,1,0,14,3555,1,1,4,0,1,0
1,0,0,10,1725,1,1,13,0,1,0
0,1,0,17,983,0,1,6,0,1,0
0,0,1,8,77,4,0,7,1,0,1
0,1,0,14,3311,0,1,3,0,0,0
1,1,0,17,189,1,0,3,0,0,0
1,1,0,6,1581,6,0,2,0,0,1
0,1,0,7,1252,1,1,3,0,0,0
0,1,0,15,1048,1,1,6,0,1,0
1,1,1,19,1010,0,0,6,0,0,1
1,0,0,11,1309,2,1,9,0,1,0
0,0,0,17,2964,1,0,1,0,0,0
0,1,1,6,132,4,1,3,0,0,1
0,1,0,12,3490,0,1,3,0,1,0
0,1,0,13,450,0,1,6,0,1,0
0,0,1,17,2420,3,1,8,0,0,1
0,0,0,17,57,0,1,10,0,0,0
0,1,0,9,477,0,1,5,0,1,0
1,1,0,14,160,1,0,10,0,0,0
0,1,0,9,1163,1,1,10,0,1,0
1,0,1,9,44,3,0,4,0,0,1
1,1,0,7,819,1,0,3,0,0,0
0,1,1,8,22,6,1,8,0,0,1
1,1,0,13,1202,0,1,11,0,0,0
0,0,1,5,42,1,0,3,0,1,1
0,0,0,8,15,1,0,2,0,0,0
1,1,0,9,449,1,1,4,0,0,0
0,0,1,15,73,6,1,4,0,0,1
1,0,1,15,142,4,0,7,0,0,1
0,0,0,6,2192,0,1,1,0,0,0
0,0,1,15,30,5,0,2,0,1,1
1,1,0,9,1001,1,1,11,0,0,0
0,0,0,8,44,1,0,5,0,1,1
0,0,1,5,97,4,0,3,0,1,1
0,1,0,9,4913,0,1,5,0,1,0
0,0,0,11,3839,2,1,13,0,1,0
1,1,0,14,4323,1,1,9,0,0,0
0,1,1,20,1030,5,0,4,0,1,1
1,0,1,18,55,3,0,6,0,0,1
0,1,1,9,6,7,1,10,1,0,1
0,1,0,7,2415,0,1,14,0,1,0
1,0,1,16,27,5,0,4,0,0,1
0,0,1,13,91,7,1,6,1,0,1
1,1,1,12,9,4,0,7,0,0,1
0,0,1,8,38,6,0,4,1,0,1
1,0,1,13,50,0,0,6,0,0,1
0,1,0,12,2159,2,1,10,0,0,0
1,1,0,17,1501,1,0,2,0,0,0
0,1,0,7,111,4,1,10,1,0,1
1,1,0,8,437,1,0,3,0,0,0
0,0,1,8,94,2,0,2,0,1,1
1,1,1,16,37,4,0,3,0,0,1
0,0,0,14,1507,1,0,11,0,0,0
0,1,0,16,476,0,1,6,0,1,0
0,0,1,5,10,4,0,8,0,0,1
0,1,1,13,65,6,1,1,1,0,1
0,0,0,13,393,2,1,3,0,0,0
1,1,0,14,1679,1,0,4,0,0,0
0,1,0,15,3948,1,1,3,0,1,0
0,0,0,17,227,1,1,11,0,1,0
0,0,0,18,1773,1,0,9,0,0,0
0,1,0,10,18,1,1,4,0,0,0
0,1,0,9,137,5,1,2,0,0,1
0,1,1,11,16,2,0,3,0,1,1
0,1,0,12,153,1,1,6,0,1,0
1,1,1,14,164,6,0,3,0,0,1
1,1,1,15,36,6,0,4,0,0,1
1,0,1,19,107,6,0,4,0,0,1
1,1,0,8,4544,1,1,3,0,0,0
0,0,0,15,2050,0,1,2,0,0,0
1,1,0,13,3217,1,1,10,0,1,0
0,1,1,5,33,3,1,2,0,0,1
0,1,0,18,2975,0,1,11,0,0,0
0,1,0,10,609,1,1,3,0,0,0
0,0,1,14,6,0,1,3,0,0,1
0,0,1,16,102,5,0,3,0,1,1
1,1,0,19,3829,0,0,3,0,0,0
0,1,1,12,2008,0,0,5,0,1,1
0,1,0,8,2150,0,1,6,0,1,0
0,0,1,7,18,6,1,2,0,0,1
0,0,0,13,6,7,1,4,1,0,1
0,1,0,18,1157,6,1,8,0,0,1
0,0,0,8,4774,1,1,5,0,0,0
0,0,1,8,164,4,0,10,0,0,1
1,1,1,16,54,0,0,2,0,0,1
0,1,0,9,28,2,1,11,0,0,0
0,1,0,11,1750,0,1,3,0,1,0
1,0,1,20,14,3,0,3,0,0,1
0,0,1,11,88,5,0,1,0,1,1
0,1,0,13,174,1,1,8,0,0,0
0,0,0,11,1576,0,1,2,0,0,0
0,1,0,13,1791,0,1,3,0,0,0
1,1,0,11,4374,0,0,3,0,0,0
0,1,1,8,3368,1,1,5,0,1,0
0,0,1,9,49,4,0,2,0,1,1
0,1,0,13,4825,0,1,12,0,1,0
0,1,0,14,2921,1,1,3,0,0,0
0,1,1,14,70,0,0,3,0,0,1
0,1,0,17,102,1,0,2,0,1,1
0,0,0,7,3150,1,0,2,0,0,0
1,1,0,10,1281,0,0,2,0,0,0
1,1,1,17,55,2,0,3,0,0,1
0,0,0,6,3184,1,1,3,0,0,0
1,0,1,7,2968,6,0,3,0,0,1
0,0,0,17,47,1,1,5,0,0,0
0,1,1,13,76,1,1,3,0,1,0
1,1,1,12,39,4,0,3,0,0,1
0,1,0,17,1328,0,1,7,0,1,0
0,0,0,9,415,1,0,6,0,0,0
0,0,0,17,99,1,0,1,0,0,0
0,0,0,9,40,4,0,10,0,0,1
1,0,1,11,6,4,0,5,0,0,1
0,1,0,10,764,2,1,11,0,1,0
0,0,1,11,73,6,0,8,0,0,1
0,1,1,10,117,5,0,2,0,1,1
1,1,0,15,4361,0,0,10,0,0,0
0,0,0,16,135,1,0,1,0,0,0
0,1,0,12,37,3,1,7,1,0,1
1,1,0,15,412,0,0,2,0,0,0
0,0,0,15,812,1,0,3,0,0,0
0,0,0,12,81,7,0,3,1,0,1
0,1,0,19,1173,1,1,5,0,0,0
0,0,0,8,4443,1,0,2,0,0,0
0,1,1,8,127,2,0,8,0,0,1
1,1,1,12,61,0,0,5,0,0,1
0,1,1,16,82,6,1,5,1,0,1
1,1,0,15,1809,0,0,3,0,0,0
0,1,0,12,2292,1,1,10,0,0,0
0,0,1,16,2113,0,1,3,0,0,0
1,1,0,13,1644,1,1,2,0,0,0
0,1,0,10,4074,0,1,10,0,0,0
1,1,0,13,43,0,1,12,0,0,0
0,1,0,8,807,0,1,5,0,1,0
0,1,0,10,4019,3,1,4,0,0,0
0,0,0,18,2885,0,1,2,0,0,0
0,1,0,11,4780,0,1,3,0,1,0
0,0,0,15,48,0,0,2,0,0,0
0,0,0,6,11,0,1,8,0,1,0
0,0,1,9,28,2,0,6,0,0,1
0,1,0,11,4306,1,1,5,0,1,0
1,1,0,11,4160,0,0,5,0,0,0
1,1,1,10,46,6,0,3,0,0,1
0,1,0,16,584,0,1,5,0,0,0
0,1,0,13,97,3,0,3,0,0,1
0,1,1,15,94,5,0,3,0,1,1
1,0,0,7,177,0,1,12,0,1,0
1,1,0,6,3880,1,0,4,0,0,0
0,1,1,11,12,1,0,2,0,1,1
0,1,1,12,44,4,1,5,0,0,1
0,1,0,15,2523,0,1,3,0,1,0
0,0,0,5,2557,1,0,2,0,0,0
0,1,0,10,1184,1,1,4,0,1,0
1,1,0,13,2770,0,1,2,0,0,0
1,1,0,10,4910,3,0,11,0,0,0
1,1,1,19,2251,4,0,1,0,0,1
0,1,0,15,4666,0,1,10,0,0,0
1,1,0,8,1185,0,1,12,0,1,0
1,1,0,5,1510,1,0,2,0,0,0
0,0,1,4,1418,3,0,5,0,0,1
1,1,0,13,4471,0,0,3,0,0,0
0,1,0,7,690,1,1,14,0,1,0
0,1,1,17,129,6,1,2,0,0,1
1,1,1,9,93,6,0,3,0,0,1
1,1,0,13,170,1,0,8,0,0,0
1,0,1,4,160,5,0,6,0,0,1
0,0,0,12,1187,1,0,3,0,0,0
1,0,1,9,2370,6,0,6,0,0,1
0,1,1,12,81,7,1,7,1,0,1
0,1,0,6,522,0,1,8,0,1,0
1,0,1,12,100,6,0,3,0,0,1
0,0,1,7,1596,2,0,4,0,1,1
0,0,0,8,11,0,1,1,0,0,1
1,1,0,8,485,1,1,9,0,0,0
0,1,1,7,381,0,1,5,0,0,0
0,1,0,18,119,0,1,3,0,0,0
0,1,0,12,2945,0,1,3,0,1,0
0,1,0,18,582,0,1,4,0,0,0
1,1,0,17,2439,1,1,2,0,0,0
0,1,0,14,75,4,0,2,0,1,1
0,0,0,9,124,1,0,3,0,0,0
1,0,0,14,3658,1,1,11,0,1,0
0,1,1,4,2373,5,0,4,0,1,1
0,1,0,20,3631,3,1,5,0,0,0
0,1,0,14,4621,1,1,12,0,1,0
0,1,0,7,753,1,1,4,0,0,0
0,0,0,18,120,2,1,6,0,0,1
1,1,1,11,66,5,0,3,0,0,1
0,1,0,8,585,0,1,11,0,0,0
1,1,0,17,3229,0,0,4,0,0,0
0,1,0,10,2005,1,1,4,0,0,0
